name,track_number,duration_ms,duration,explicit,popularity,external_url,diva_id,diva_name,album_id,album_name,diva_popularity,diva_followers,diva_image_url,album_total_tracks,release_date,release_year,decada,album_image_url,temas_principales,emocion_alegria,emocion_tristeza,emocion_miedo,emocion_ira,emocion_sorpresa,emocion_asco,emocion_principal,resumen,tono_general,energia_emocional,valencia,activacion
Early Mornin',5,225560,3:46,FALSE,43,https://open.spotify.com/track/6BSfVPsVr6zYOXvHOUggfA,26dSoYclwsYLMAKD3tpOr4,Britney Spears,0z7pVBGOD7HCIB7S8eLkLI,In The Zone,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,13,2003-11-13,2003,Años 2000,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,"fiesta, noche, diversión",0.9,0,0,0,0.1,0,alegría,"La letra narra una noche de fiesta desenfrenada y sin inhibiciones. La protagonista sale con amigos, baila, coquetea y disfruta hasta el amanecer, describiendo una experiencia de diversión y espontaneidad en la vida nocturna, con un toque de picardía y descontrol.",positivo,alta,0.9,0.8
Toxic,6,198800,3:19,FALSE,84,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,26dSoYclwsYLMAKD3tpOr4,Britney Spears,0z7pVBGOD7HCIB7S8eLkLI,In The Zone,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,13,2003-11-13,2003,Años 2000,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,"adicción, peligro, obsesión",0.7,0.1,0.4,0,0.2,0,alegría,"La letra describe una adicción abrumadora hacia una persona percibida como peligrosa y tóxica. La narradora se siente fuera de control, pero abraza esta atracción arriesgada, encontrando placer en una especie de 'paraíso venenoso' del que no puede ni quiere escapar.",positivo,alta,0.6,0.8
Outrageous,7,201906,3:22,FALSE,60,https://open.spotify.com/track/2vPCRs3g0vdLU8sHlAEytO,26dSoYclwsYLMAKD3tpOr4,Britney Spears,0z7pVBGOD7HCIB7S8eLkLI,In The Zone,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,13,2003-11-13,2003,Años 2000,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,"confianza, sensualidad, fama",0.9,0,0,0.1,0.2,0,alegría,"La letra celebra una actitud descarada y segura de sí misma. La narradora se describe como sensual, provocadora y exitosa, disfrutando de su estilo de vida extravagante, la atención mediática y su libertad, sin importarle la opinión ajena.",positivo,alta,0.8,0.9
Touch of My Hand,8,259466,4:19,FALSE,45,https://open.spotify.com/track/1mRyi7vfCdLyQW4AeQKlnD,26dSoYclwsYLMAKD3tpOr4,Britney Spears,0z7pVBGOD7HCIB7S8eLkLI,In The Zone,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,13,2003-11-13,2003,Años 2000,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,"autoexploración, empoderamiento, amor propio",0.8,0.1,0,0,0.3,0,alegría,"La letra celebra la autoexploración sexual y el amor propio. Describe un viaje de autodescubrimiento y empoderamiento a través del tacto, encontrando placer y aceptación en el propio cuerpo sin vergüenza ni necesidad de un amante.",positivo,media,0.8,0.3
The Hook Up,9,234000,3:54,FALSE,44,https://open.spotify.com/track/4rl0xZYeGwqV43wh8qhQXX,26dSoYclwsYLMAKD3tpOr4,Britney Spears,0z7pVBGOD7HCIB7S8eLkLI,In The Zone,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,13,2003-11-13,2003,Años 2000,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,"Baile, Seducción, Atracción",0.9,0,0,0,0.1,0,alegría,"La letra describe una intensa atracción física en la pista de baile. Es una invitación a dejarse llevar por el ritmo, bailar de forma sensual y conectar con otra persona, culminando en el deseo de un ""hook up"" o encuentro casual.",positivo,alta,0.9,0.9
Shadow,10,224880,3:45,FALSE,39,https://open.spotify.com/track/4XEQZ9OqZb6xLxKsFppO3K,26dSoYclwsYLMAKD3tpOr4,Britney Spears,0z7pVBGOD7HCIB7S8eLkLI,In The Zone,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,13,2003-11-13,2003,Años 2000,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,"distancia emocional, ausencia, anhelo",0.1,0.8,0.3,0,0.1,0,tristeza,"La letra describe una relación con una pareja emocionalmente ausente. La narradora siente que solo interactúa con la 'sombra' de esa persona, anhelando una conexión genuina que no se concreta, lo que le provoca una profunda melancolía y una sensación de pérdida.",negativo,media,-0.7,-0.4
Brave New Girl,11,208013,3:28,FALSE,40,https://open.spotify.com/track/1YTuMc934yzN1PKjSIaspV,26dSoYclwsYLMAKD3tpOr4,Britney Spears,0z7pVBGOD7HCIB7S8eLkLI,In The Zone,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,13,2003-11-13,2003,Años 2000,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,"empoderamiento, libertad, autodescubrimiento",0.9,0,0,0,0.4,0,alegría,"La letra describe la transformación de una joven que decide dejar todo atrás para buscar nuevas experiencias. Abraza su valentía y libertad, sintiéndose viva y empoderada al explorar el mundo y descubrir lo que realmente quiere sin inhibiciones.",positivo,alta,0.9,0.8
Everytime,12,230306,3:50,FALSE,66,https://open.spotify.com/track/0dRhSF9LV0HR8Jwd3MMMKJ,26dSoYclwsYLMAKD3tpOr4,Britney Spears,0z7pVBGOD7HCIB7S8eLkLI,In The Zone,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,13,2003-11-13,2003,Años 2000,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,"pérdida, arrepentimiento, dependencia",0.1,0.9,0.5,0,0.1,0,tristeza,"La narradora expresa profunda tristeza y vulnerabilidad tras una pérdida. Se siente incapaz de seguir adelante sin la otra persona, cuya memoria la persigue. La letra es una disculpa por el dolor causado, mostrando arrepentimiento y una fuerte dependencia emocional.",negativo,media,-0.8,-0.6
I'm a Slave 4 U,1,203600,3:24,FALSE,73,https://open.spotify.com/track/6ldwfK0yWgTAlmIfuQkTYN,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"deseo, liberación, baile",0.9,0,0,0.1,0.2,0,alegría,"Una joven desafía la percepción que tienen de ella, expresando su deseo de liberarse a través del baile. La letra describe una entrega total a la música y la atracción física, perdiendo el control y abrazando una nueva faceta sensual y poderosa.",positivo,alta,0.8,0.9
Overprotected - Radio Edit,2,198600,3:19,FALSE,64,https://open.spotify.com/track/5p0KCAuu5nrHpTuAIhHdLw,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"independencia, frustración, autodescubrimiento",0.2,0.4,0.3,0.8,0.1,0,ira,"La cantante expresa su frustración por sentirse sobreprotegida. Anhela independencia, espacio y la libertad de tomar sus propias decisiones y cometer errores para descubrir su verdadera identidad, rebelándose contra las expectativas externas.",negativo,alta,-0.6,0.7
Lonely,3,199373,3:19,FALSE,45,https://open.spotify.com/track/6hlpPqTRqUZI2B4TCOycDf,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"Desamor, Empoderamiento, Independencia",0.3,0.4,0,0.8,0.1,0.6,ira,"La letra narra el fin de una relación tóxica. La cantante expresa ira y decepción por la manipulación sufrida, pero afirma su independencia y fortaleza. Concluye que está mejor sola y no se sentirá sola, rechazando cualquier intento de reconciliación.",negativo,alta,-0.7,0.8
"I'm Not a Girl, Not Yet a Woman",4,231066,3:51,FALSE,60,https://open.spotify.com/track/1xg1yGPy1Y3YUf44s6TB1o,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"transición, autodescubrimiento, madurez",0.2,0.5,0.4,0.1,0.3,0,tristeza,"La letra describe la confusa fase de transición entre la adolescencia y la adultez. La protagonista pide tiempo y espacio para encontrarse a sí misma, afirmando su necesidad de independencia y de enfrentar la vida por su cuenta sin sobreprotección.",neutro,media,-0.4,-0.3
Boys,5,206960,3:27,FALSE,51,https://open.spotify.com/track/4rIz1mOBHqIo6Mk7DzuoPs,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"atracción, deseo, seducción",0.8,0,0,0,0.1,0,alegría,"Una mujer expresa su fuerte atracción y deseo por un hombre en una discoteca. Con confianza, toma la iniciativa y el control de la seducción, invitándolo a una noche de pasión y convirtiendo la pista de baile en su mundo privado.",positivo,alta,0.8,0.9
Anticipating,6,196106,3:16,FALSE,44,https://open.spotify.com/track/6dKYAtGciLRm8uOD1LiSVf,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"Fiesta, flirteo, anticipación",0.9,0,0,0,0.2,0,alegría,"La letra describe una noche de fiesta con amigas. La protagonista se siente segura y lista para bailar y divertirse. Anticipa con emoción un encuentro romántico en la pista de baile, invitando a la otra persona a unirse a ella sin timidez.",positivo,alta,0.9,0.8
I Love Rock 'N' Roll,7,186533,3:07,FALSE,56,https://open.spotify.com/track/29viePXNqWUw1cxqzOcuOD,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"Rock 'N' Roll, flirteo, música",0.9,0,0,0,0.1,0,alegría,"La narradora ve a un chico atractivo junto a una rocola. Unidos por su amor al Rock 'N' Roll, flirtean, bailan y ella sugiere ir a un lugar más privado. La canción celebra la música, la atracción instantánea y la diversión desinhibida de una noche.",positivo,alta,0.9,0.8
Cinderella,8,219226,3:39,FALSE,49,https://open.spotify.com/track/4PoTu14Wi2o9l0Rb09gBCa,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"liberación, independencia, ruptura",0.3,0.5,0.1,0.7,0,0.2,ira,"La narradora rechaza su rol sumiso, comparado con 'Cenicienta', en una relación controladora. Declara su independencia y la decisión de marcharse para vivir su propia vida, rompiendo con las mentiras y expectativas de su pareja, a pesar de sentir algo de pena por la ruptura.",negativo,alta,-0.6,0.7
Let Me Be,9,171040,2:51,FALSE,40,https://open.spotify.com/track/0FaBorty7hr1lpyzXSRPEf,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"Independencia, autoafirmación, libertad",0.2,0,0,0.7,0,0,ira,"Declaración de independencia donde la narradora exige ser libre para seguir su propio camino, refutando los intentos de otros por controlarla o definirla. Afirma su confianza y autosuficiencia frente a la incomprensión, pidiendo que simplemente la dejen ser.",negativo,alta,-0.5,0.8
Bombastic Love,10,185693,3:06,FALSE,44,https://open.spotify.com/track/5FFFvpCMxIWtTF7DmUBBIs,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"Amor, fantasía, idealización",0.9,0.2,0.3,0,0.1,0,alegría,"La letra describe la anticipación de un amor idealizado y explosivo, como de película. La narradora expresa devoción total y una fantasía de pertenencia mutua, aunque un toque de inseguridad y anhelo sugiere que este amor perfecto podría ser aún un sueño no correspondido.",positivo,alta,0.7,0.8
That's Where You Take Me,11,212400,3:32,FALSE,38,https://open.spotify.com/track/4p701COQh5KvaP4zvqnx8F,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"amor, seguridad, euforia",0.9,0.05,0.1,0,0.4,0,alegría,"La letra describe la transformación de una persona que, tras haber estado cerrada al amor, encuentra a alguien que derriba sus barreras. Esta nueva relación le provoca una inmensa felicidad, euforia y un profundo sentimiento de seguridad, cambiando por completo su vida.",positivo,alta,0.9,0.8
When I Found You,12,216200,3:36,FALSE,36,https://open.spotify.com/track/6fA0t8bkZ4taxr86QkokWJ,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"Autoafirmación, condiciones, romance",0.4,0.1,0,0.3,0.1,0,alegría,"Una mujer establece sus condiciones para una nueva relación. Exige que su pretendiente la entienda y respete su identidad, dejando claro que ella pone las reglas y que su amor debe ser ganado, no dado por sentado.",positivo,media,0.4,0.6
I Run Away,13,244066,4:04,FALSE,37,https://open.spotify.com/track/7zs5aog6tlIeniHcnoB0HJ,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"ruptura, evasión, desamor",0.1,0.8,0.6,0.2,0.2,0,tristeza,"La letra describe el dolor y la confusión tras una ruptura abrupta. La protagonista intenta convencerse de que ha seguido adelante, pero su verdadera reacción es huir emocionalmente del dolor, repitiendo la idea de escapar como mecanismo de defensa.",negativo,media,-0.7,0.3
What It's Like to Be Me,14,170666,2:51,FALSE,41,https://open.spotify.com/track/1dVOsIMGb0eqoqslLLlbxM,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"autoestima, condiciones, individualidad",0.2,0,0,0.6,0,0.1,ira,"La letra es un desafío a un pretendiente para que la entienda de verdad. La cantante establece sus propias reglas, exige respeto y esfuerzo, y afirma que no sacrificará su identidad por una relación.",negativo,alta,-0.4,0.7
Before The Goodbye,15,230093,3:50,FALSE,37,https://open.spotify.com/track/7LooG61VBsz4PqtCCVUs0z,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5ax3GTsfX5uCUaNgnJsSG5,Britney,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,15,2001-10-31,2001,Años 2000,https://i.scdn.co/image/ab67616d0000b273801ce9753a4f30a71fedb0fd,"despedida, anhelo, amor",0.2,0.8,0.3,0,0,0,tristeza,"La letra describe la melancolía de una despedida inminente. La narradora expresa su profundo anhelo y la tristeza anticipada de extrañar a su pareja, sintiendo su ausencia incluso antes de que se marche.",negativo,media,-0.6,-0.4
Oops!...I Did It Again,1,211160,3:31,FALSE,81,https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"juego romántico, malentendido, manipulación",0.6,0.3,0,0,0.1,0,alegría,"La cantante admite haber jugado con el corazón de alguien, haciéndole creer que su relación era seria. Confiesa que es un patrón de comportamiento y que, a pesar de parecer dulce, ella ""no es tan inocente"".",neutro,media,0.3,0.6
Stronger,2,203000,3:23,FALSE,67,https://open.spotify.com/track/5QhBKPqsnX1uY9fZNaAtZg,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"empoderamiento, independencia, superación",0.8,0.1,0,0.3,0,0,alegría,"La letra narra la superación de una relación tóxica. La protagonista declara su independencia y nueva fortaleza, afirmando que está mejor sola y que la soledad ya no la debilita, sintiéndose más fuerte que nunca.",positivo,alta,0.8,0.9
Don't Go Knockin' on My Door,3,223533,3:44,FALSE,45,https://open.spotify.com/track/3HTkB9Nk04MJHkG0X6cL2R,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"ruptura, empoderamiento, independencia",0.7,0.1,0,0.6,0,0.2,alegría,"La letra expresa el fin de una relación tóxica. La protagonista, sintiéndose más fuerte y liberada, le exige a su ex que no vuelva a buscarla, declarando que está mucho mejor sin él y que ha superado el engaño y el dolor pasados.",positivo,alta,0.6,0.8
(I Can't Get No) Satisfaction,4,263453,4:23,FALSE,41,https://open.spotify.com/track/23dIvJu0yfes1JRFut1NMQ,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"Frustración, inconformismo, identidad",0.1,0.3,0,0.7,0,0.4,ira,"La letra expresa una profunda frustración con las presiones sociales y el consumismo. La cantante rechaza las expectativas de los medios sobre cómo debe ser o vestir, afirmando su propia identidad mientras se lamenta por una insatisfacción constante a pesar de sus esfuerzos.",negativo,alta,-0.7,0.8
Don't Let Me Be the Last to Know,5,230933,3:51,FALSE,52,https://open.spotify.com/track/3OitWDgR4SzAUOm3TBmvhw,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"confirmación, deseo, vulnerabilidad",0.4,0.5,0.6,0,0,0,miedo,"La cantante ruega a su pareja que confirme verbalmente su amor. A pesar de las señales y los rumores, necesita escucharlo directamente para calmar su incertidumbre y el dolor de la espera, mostrando una profunda necesidad de seguridad emocional.",negativo,alta,-0.4,0.7
What U See (Is What U Get),6,216706,3:37,FALSE,50,https://open.spotify.com/track/41cQPDvsP9vBCigVqQjnqg,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"autoafirmación, independencia, autenticidad",0.6,0.1,0,0.7,0,0.2,ira,"La letra es una declaración de autoafirmación. La protagonista exige a su pareja que la acepte sin intentar cambiarla, rechazando celos y control. Defiende su independencia y autenticidad con confianza, advirtiendo sobre las consecuencias de no respetarla.",positivo,alta,0.3,0.8
Lucky,7,206226,3:26,FALSE,73,https://open.spotify.com/track/2TTYIwTM2iLC1YOyHuhRMt,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"fama, soledad, tristeza",0.2,0.9,0.3,0,0.1,0,tristeza,"Narra la historia de una estrella del pop, Lucky, quien a pesar de tener fama y éxito, se siente profundamente sola y triste en privado, llorando por las noches y cuestionando el vacío en su vida aparentemente perfecta.",negativo,media,-0.8,-0.2
One Kiss from You,8,203280,3:23,FALSE,39,https://open.spotify.com/track/5iW9Y4seDbBgIchT0ANY3q,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"amor juvenil, esperanza, anhelo",0.9,0.2,0.1,0,0.4,0,alegría,"La letra describe el profundo y transformador efecto de un beso, que trae claridad, fuerza y esperanza. Expresa un anhelo por un amor verdadero y duradero, desafiando la idea de ser demasiado joven para sentirlo y encontrando en la pareja la plenitud y el camino a seguir.",positivo,alta,0.8,0.7
Where Are You Now,9,279386,4:39,FALSE,38,https://open.spotify.com/track/4MOBPIIRUgHTBAp0NpgLTm,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"pérdida, anhelo, cierre",0,0.8,0.4,0.1,0,0,tristeza,"La letra describe la desesperación y el anhelo de una persona tras una separación. Atrapada en la incertidumbre y el dolor, busca una respuesta para poder obtener cierre y finalmente dejar ir a su antiguo amor.",negativo,alta,-0.8,0.7
Can't Make You Love Me,10,197186,3:17,FALSE,43,https://open.spotify.com/track/7pY6xLJqmezJNG7VwuKVSH,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"amor no correspondido, fama, vulnerabilidad",0.2,0.8,0.4,0,0.1,0,tristeza,"Una chica, a pesar de su fama y éxito, se siente impotente y triste porque no puede obligar a la persona que le gusta a amarla. Cuestiona si su estilo de vida es el problema, expresando que la riqueza material no significa nada sin ese afecto.",negativo,media,-0.7,0.1
When Your Eyes Say It,11,269773,4:30,FALSE,36,https://open.spotify.com/track/30hSG0Is8yOGkFQtF20Lxu,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"amor, comunicación no verbal, sinceridad",0.9,0,0,0,0.1,0,alegría,"La letra describe la profunda satisfacción y seguridad que siente la narradora al ver el amor en los ojos de su pareja, considerándolo una confirmación más verdadera y poderosa que las palabras. La mirada es la máxima prueba de un sentimiento sincero y profundo.",positivo,media,0.9,0.4
Dear Diary,12,166653,2:47,FALSE,35,https://open.spotify.com/track/1NmjzfxyAN9u5EaqHk1uIY,26dSoYclwsYLMAKD3tpOr4,Britney Spears,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,12,2000-05-16,2000,Años 2000,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,"enamoramiento, diario, incertidumbre",0.8,0.1,0.4,0,0.3,0,alegría,"La letra narra, a modo de diario, los sentimientos de una joven que experimenta su primer enamoramiento. Expresa la emoción, la incertidumbre y la esperanza de que sus sentimientos sean correspondidos, preguntándose si se convertirán en algo más que amigos.",positivo,media,0.7,0.4
...Baby One More Time,1,211066,3:31,FALSE,82,https://open.spotify.com/track/3MjUtNVVq3C8Fn0MP3zhXa,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"Arrepentimiento, soledad, anhelo",0.1,0.8,0.4,0,0.1,0,tristeza,"La narradora expresa su profundo arrepentimiento y soledad tras una ruptura. Desesperada, anhela una segunda oportunidad y le pide a su ex una señal para volver, confesando que se siente perdida y que su amor persiste.",negativo,alta,-0.7,0.7
(You Drive Me) Crazy,2,198066,3:18,FALSE,69,https://open.spotify.com/track/1DSJNBNhGZCigg9ll5VeZv,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"Enamoramiento, Excitación, Obsesión",0.9,0.1,0.2,0,0.4,0,alegría,"La letra describe una intensa infatuación que provoca excitación, insomnio y una sensación abrumadora. La narradora se siente 'loca' por alguien, pero disfruta de este sentimiento que consume sus pensamientos día y noche.",positivo,alta,0.85,0.8
